"","young","mid","old"
"M-149",-0.973979128808961,-0.050154264084132,1.02413339289309
"M-150",-1.13957088485907,0.408435980744223,0.731134904114847
"M-153",-0.916392426909825,-0.150218686039454,1.06661111294928
"M-158",-0.608609867935797,-0.545515942151522,1.15412581008732
"M-164",-0.987047575135812,-0.0254201528667856,1.0124677280026
"M-33",-0.644006056972819,-0.508022362050977,1.1520284190238
"M-35",-1.14866213264216,0.67646567737665,0.47219645526551
"M-66",-0.498564547850405,-0.652701674779009,1.15126622262941
