"","young","mid","old"
"M-1",-0.9571673688622,-0.0807668058601494,1.03793417472235
"M-112",0.158015868797758,0.911584433281222,-1.06960030207898
"M-122",-1.0356148553366,0.075510690675348,0.960104164661253
"M-125",1.14474408333733,-0.441334879962048,-0.703409203375285
"M-133",0.435083557341547,0.708755540551445,-1.14383909789299
"M-134",0.933919682858375,-1.05504616117934,0.121126478320969
"M-135",0.863362299077839,0.23236264073268,-1.09572493981052
"M-138",-0.91067500787803,1.07015721126773,-0.159482203389697
"M-139",0.84486213217597,-1.104087858918,0.259225726742033
"M-140",-1.00751596785599,0.992310622736143,0.015205345119848
"M-143",0.344130119071002,-1.12662299170156,0.782492872630554
"M-145",0.75961697907636,-1.1329595592607,0.373342580184342
"M-148",0.640154421349373,-1.15233422483566,0.512179803486286
"M-155",-0.248854247782977,-0.852073604485237,1.10092785226821
"M-156",-0.325056409389966,-0.797030937846985,1.12208734723695
"M-159",-0.109209088145869,1.05012201318122,-0.940912925035348
"M-160",1.1512475605708,-0.65290114249343,-0.498346418077376
"M-161",1.14825626700518,-0.468626195309492,-0.679630071695686
"M-162",0.732693363484853,0.406550676468184,-1.13924403995304
"M-166",-0.939446898853617,1.05116961475576,-0.111722715902142
"M-167",0.432260548241913,0.711157768412322,-1.14341831665424
"M-168",0.236413434249911,0.860609668148413,-1.09702310239832
"M-171",1.1396679425991,-0.408999474194777,-0.730668468404326
"M-21",-0.618227482355384,1.15371192081425,-0.535484438458869
"M-30",-1.03635310023012,0.0771786037110335,0.959174496519085
"M-34",1.15285791663295,-0.519958009656515,-0.632899906976432
"M-38",-0.286466318320518,-0.825504569201196,1.11197088752172
"M-45",0.0651324611528443,-1.03097412411399,0.965841662961149
"M-60",0.668337257783279,0.481303002984079,-1.14964026076736
