"Sample","age"
"Hypothalamus_2_Male_26",26
"Hypothalamus_8_Male_26",26
"Medulla_11_Male_26",26
"Medulla_14_Male_26",26
"Medulla_2_Male_26",26
"Medulla_5_Male_26",26
"Medulla_8_Male_26",26
"Olfactory bulb_11_Male_26",26
"Olfactory bulb_14_Male_26",26
"Olfactory bulb_2_Male_26",26
"Olfactory bulb_5_Male_26",26
"Olfactory bulb_8_Male_26",26
"Choroid Plexus_11_Male_26",26
"Choroid Plexus_14_Male_26",26
"Choroid Plexus_2_Male_26",26
"Choroid Plexus_5_Male_26",26
"Choroid Plexus_8_Male_26",26
"Pons_11_Male_26",26
"Pons_2_Male_26",26
"Pons_5_Male_26",26
"Pons_8_Male_26",26
"Subventricular zone_11_Male_26",26
"Subventricular zone_14_Male_26",26
"Subventricular zone_5_Male_26",26
"Subventricular zone_8_Male_26",26
"Thalamus_11_Male_26",26
"Thalamus_14_Male_26",26
"Thalamus_2_Male_26",26
"Thalamus_5_Male_26",26
"Thalamus_8_Male_26",26
"Visual Cortex_11_Male_26",26
"Visual Cortex_14_Male_26",26
"Visual Cortex_2_Male_26",26
"Visual Cortex_8_Male_26",26
"Corpus callosum_57_Male_28",28
"Corpus callosum_58_Male_28",28
"Corpus callosum_59_Male_28",28
"Cerebellum_57_Male_28",28
"Cerebellum_58_Male_28",28
"Cerebellum_59_Male_28",28
"Motor cortex_57_Male_28",28
"Motor cortex_58_Male_28",28
"Motor cortex_59_Male_28",28
"Caudate putamen_57_Male_28",28
"Caudate putamen_58_Male_28",28
"Caudate putamen_59_Male_28",28
"Entorhinal cortex_57_Male_28",28
"Entorhinal cortex_58_Male_28",28
"Entorhinal cortex_59_Male_28",28
"Hippocampus (posterior)_57_Male_28",28
"Hippocampus (posterior)_58_Male_28",28
"Hippocampus (posterior)_59_Male_28",28
"Hippocampus (anterior)_57_Male_28",28
"Hippocampus (anterior)_58_Male_28",28
"Hippocampus (anterior)_59_Male_28",28
"Hypothalamus_57_Male_28",28
"Hypothalamus_58_Male_28",28
"Medulla_57_Male_28",28
"Medulla_58_Male_28",28
"Medulla_59_Male_28",28
"Olfactory bulb_57_Male_28",28
"Olfactory bulb_58_Male_28",28
"Olfactory bulb_59_Male_28",28
"Choroid Plexus_57_Male_28",28
"Choroid Plexus_58_Male_28",28
"Choroid Plexus_59_Male_28",28
"Pons_57_Male_28",28
"Pons_58_Male_28",28
"Pons_59_Male_28",28
"Subventricular zone_57_Male_28",28
"Subventricular zone_58_Male_28",28
"Subventricular zone_59_Male_28",28
"Thalamus_57_Male_28",28
"Thalamus_58_Male_28",28
"Thalamus_59_Male_28",28
"Visual Cortex_57_Male_28",28
"Visual Cortex_58_Male_28",28
"Visual Cortex_59_Male_28",28
