"","age","region","bio","AMPdGMP","AdG","C","G","GMP","I","UMPpseudoUMP","UpseudoU","ca5dC","dA","dAMP","dCTP","dITP","f5dC","f5dCTP","m6Am","m6dA","mA","mChm5dC","mG","mU"
"92","6M","caudate putamen","2",52.5133076573116,10.9059077465094,1.28864359456563,0,5.20812751647243,119.871059406569,0,2.53333783083596,0,2.41260162102565,0.335270468309758,0.220638762496589,0,0.788500114288196,0,1.10873387717919,1.57370451232022,2.70782073249777,520.648112580087,0.26908150016505,0.786398539241088
"93","6M","caudate putamen","3",35.4581394333258,20.47842388831,0.940205670480291,0,3.3741838885456,65.4361468700535,0,1.4092599758706,0,1.54169812956807,0,0,0,0.667235958377581,0,0,1.13426692391818,0.886560031845155,354.46349331948,0,0.281206131298093
"94","6M","cerebellum","1",50.6474752850968,12.3809078969805,0.699732176254688,0.0244746411954793,4.2230863219656,92.1518246374065,0.818382518131021,9.35184893833895,0,3.76179103445021,0.613303957755625,0.0533564418287017,0,0.759373214545995,0,0.473638883850423,1.96423296753157,2.84661137292594,534.236265007356,0.2026443233898,0.21726556416553
"95","6M","cerebellum","2",51.2147401679626,15.2309887078966,0.764714192245804,0.0526089006504119,4.39316458665018,85.4103319785628,0.998741706652369,11.0152298575125,0,3.25978924374153,0.377249980162544,0.0668617470224936,0,2.09511896892271,0,0.40661397100949,1.94023832293478,2.24552861929313,476.077805635916,0.133001890903538,0.347760471845728
"96","6M","cerebellum","3",54.1132429407137,9.9128637595645,0.833720266151319,0.118338601969102,4.6882775514351,81.2838803839382,0.868112472248985,8.12391255086276,0,3.02233357041901,0.57381673252491,0.0265879316956546,0,1.11769929197567,0,0.208535523257919,1.49038600227394,2.54203092928323,556.201619386353,0.155624376853624,0.0983704498336658
"97","6M","corpus callosum","1",48.0208335366823,0.152666159580119,0.340865794082955,0.220595849524504,2.87969765849467,102.757191619779,0.71141914722063,0.176957476558849,0,2.93942255118166,0.22124538026999,0,0,0.799526688291515,0,0,1.5127634573578,3.06867178850227,382.50396423557,0,0.480365234746996
"98","6M","corpus callosum","2",56.6722806676886,0.738788489924999,0,0,3.48450353114365,207.501591872166,0.23961865509435,2.99579629500679,0,4.47258380855116,0,0,0,1.68400909197226,0,0.42156433552842,2.77663923482562,2.10775406027811,389.655252205185,0.124574813097272,0
"99","6M","corpus callosum","3",49.1385196433122,3.56008504905815,1.03651130520142,0,2.64534861072088,101.978293147703,0.417877328069261,1.27064306272726,0,1.90627214999615,0,0,0,0.340377970247377,0,0,1.16134209122205,0.902579543033735,312.454637683299,0,0.3874086509277
"100","6M","cortex","1",41.3782212631682,13.5558766801486,0.27921033479234,0,3.92323611607973,77.354632084716,0.78963590300057,2.75348276730841,0.0538173669001395,3.73962949590668,0.294948130340855,0,0,0.251255451560725,0,0.477057206929332,2.07365488422327,2.22968708524706,410.368947331998,0.0845742586012514,0.175598524814787
"101","6M","cortex","2",45.5790402119953,25.8133450297216,0.400312521054262,0.26343068815332,3.52001302978753,138.013639823477,0.505844709356348,5.08512958826061,0,4.20644627469101,0.240989697446972,0.0529024904185714,0,0.364521151646467,0,0.481251301794618,2.22244874885428,2.54081748771925,379.729402072142,0.295649562510682,0.25607799625937
"102","6M","cortex","3",47.9839753082143,15.2195933979015,0.696730569120436,0.0856946304764602,4.04369938467391,82.7454809354354,0.794756270805732,2.87409937615901,0,3.83226272677508,0.0650430664168716,0.0705290946095282,0,0.456401429571223,0,0.418498356826763,1.84534221538816,1.56218721354806,470.774537011006,0.144686643783012,0.280392560142157
"103","6M","fornix","1",48.2393380513513,1.5498180841387,0,0,5.59928459771877,116.830783819698,0,3.57618617628135,0,2.29284009852938,0,0,0,0,0,0,1.06945055934051,0.981404551046614,348.616847564266,0,0
"104","6M","fornix","2",64.0115689821755,6.38549347901654,0,0,6.0013740889493,163.657061439663,1.51783182266488,1.92829440066288,0,0,0,0,0,3.12591369573361,0,0,1.05251221923484,0,385.38912851976,0,0
"105","6M","fornix","3",44.3930185672776,6.56753978489205,1.54400873563704,0,5.06291007223737,121.220094772075,0,0,0,1.70450325123689,0,0,0,0,0,0,2.51235951906209,0,330.631966268596,0,0.839163169132362
"106","6M","hippocampus","1",40.2994222770278,26.3751160681648,0.648157530379708,0,2.35425193038308,75.436996585151,0,2.95600874750166,0,1.58263041051401,0,0,0,0,0,0.428443113301841,1.82912252217324,2.07984824087171,352.099938854047,0,0.968998002755843
"107","6M","hippocampus","2",47.3182806240904,39.8290025758485,0.260282507002577,0,6.13790380712431,117.310932504576,0.658420417754503,4.27301584098006,0,2.74131558249033,0,0,0,0.873199507116048,0,0,2.65914888540365,1.68498274642016,368.986957902637,0,0.173619437921755
"108","6M","hippocampus","3",41.7702251027735,43.6553441836333,0.920245077337134,0,3.0678446242729,74.1810332940676,0.168455558529266,3.25385546053181,0,3.5321624353876,0,0,0,0,0,0.425072556822356,1.26304583506473,1.8907288502996,312.807145668079,0.680911800409368,0.42387198437629
"109","6M","Hypothalamus","1",53.2885629584377,1.15469255463142,1.44210544864997,0,6.245509907609,229.274696086052,0,4.17140422334867,0,5.04120139574657,0.654744671594836,0,0,1.94889262726393,0,1.77019225908629,2.31129267652616,1.8708983004985,714.546371259466,0.979810435142657,0
"110","6M","Hypothalamus","2",51.5646624393204,0,0,0,6.58932531796763,222.604470856099,0.804404185867529,5.15054183426826,0,5.75078449257475,0.676880555811654,0.27446227190891,0,0.403763348099793,0,0.531739443364563,1.19991817649612,3.66991737275375,813.540706851345,0,0.285213172979551
"111","6M","Hypothalamus","3",45.2927306775616,0,0.457881412152508,0,3.72449117114868,213.37377357806,0,1.89886585702503,0,4.01671323545435,0.322823989886073,0,0,0.671395591371571,0,0.977409540180416,3.3031552676354,2.61236425251397,645.839003759381,0,0.507445894911285
"112","6M","midbrain","1",39.2462158559894,0.428947253948048,0.522706845644941,0,2.55801721631211,246.387846017672,0,7.08795839793118,0,4.93259663402481,0.466613687016247,0,0,0.65966215489206,0,0.347535167383688,3.21448097009879,2.72307766067195,577.965003796092,0,0.370029190137213
"113","6M","midbrain","2",40.2959839767701,0.363663052153238,0.995830634123011,0.126824311093995,4.48981729483027,274.840770683554,0.352869196359225,9.75128539659059,0,3.15256183170171,0.559750285111778,0,0,0.230574660401382,0,0.664853937906854,2.03622052545797,3.60663422812325,588.60179404149,0.324355982989527,0.383724603938665
"114","6M","midbrain","3",38.70671983778,0,1.20196368225009,0.205275403534308,3.45438209053011,247.599633905351,0,4.56649813650253,0,4.73334049116557,0.915425352403361,0,0,0.751936202248672,0,0.284841203337514,2.48466108375166,1.95375192057101,691.177131545104,0,0.200947201169762
"115","6M","olfactory bulbs","1",36.4245593259705,27.9812678383461,0.181241671630705,0.0882961262537629,9.27173833502559,64.0747655684733,1.07243792851325,4.41224614979009,0,3.2091110604438,0,0,0,0.521559120855296,0,0.452707666884553,2.70397459707241,2.15338928177601,407.50716196975,0.200970867451955,0.180868757239953
"116","6M","olfactory bulbs","2",28.022525126655,17.6037036490819,0.275854379713706,0,10.4365675113224,221.822451044621,0.142529257314077,6.53744054706684,0,3.53693024391261,0,0.0905971800593984,0,0.587485216797368,0,0.431262323915971,1.74965284742751,2.10920042697457,363.263746282062,0.223858265314333,0.359998738132554
"117","6M","olfactory bulbs","3",24.9717974065623,48.8546475279706,0.450547550112583,1.29262827186025,7.03026534382616,92.6980744773497,0.532071855390156,4.23938878860683,0,2.50499410818522,0.0393654425091551,0.0294213053137215,0,0.25154361322299,0,0.374158683826313,1.77529660963449,1.51737189438349,316.810765549487,0.0792096221348962,0.115111496527941
"118","6M","pons&medulla","1",50.6284076187341,0.238425847587887,0.18887526716644,0,2.8879702409549,199.336499534306,0.121960039882157,4.27605966507386,0,5.34842772184278,0.373225057274895,0,0,0.13735223636168,0,0.27142454844092,4.00277731584239,2.81730249472051,399.307784203382,0.38575689336082,0.372865707509625
"119","6M","pons&medulla","2",38.728496101561,0.403387266931008,0.182680522168063,0.073751092085618,1.91050544502051,224.287316378344,0.13221486699549,3.77032007904301,0,3.01515433440686,0.312228777078158,0,0,0.420487906536627,0,0.960406233779176,2.63621258546314,1.66865358270476,331.817299180891,0.0803409797309589,0
"120","6M","pons&medulla","3",27.1863171150821,4.94806193170349,0.248619393511456,0.609616703542148,2.09734533220973,248.131943169933,0,5.21599186513081,0,2.84772988877087,0.209793967843025,0,0,0.313062833603612,0,0.323563809524828,2.25709616756047,1.19568156644054,368.248550142832,0.459814447269486,0.109029674785236
"121","6M","Thalamus","1",47.7449947296847,10.6160654880239,0.317670485242379,0,3.72947829568878,155.66977036381,0.342415217569605,2.60335631333265,0,4.13665660068858,0.313719058772744,0,0,0.599031446543757,0,1.83687723953287,2.66460959446487,2.91821684854777,341.236158713766,0.171584600801854,0.123055350581668
"122","6M","Thalamus","2",45.321183680993,5.86020499056883,0.285503264670849,0,5.02989871099117,185.685798287117,0.454613503502252,3.57848948289642,0,3.46319528710449,0.131964770194176,0,0,0.954029351425006,0,0.153717184092438,2.71547382532217,3.62435261753216,378.11949142697,0,0.215309567995436
"123","6M","Thalamus","3",42.4952000823565,8.22616640898884,0.494443258417907,0,4.29074617617098,140.802847134992,0.198158887895533,2.18211401192307,0,4.06974354149064,0.179610492103945,0,0,0.972047267175494,0,0.677928165963476,1.72580645214336,2.21325078673668,356.692299253593,0.398385666089924,0.500820940449615
"124","6M","ventral striatum","1",56.0569506395273,13.8612313738974,1.89357622365063,0,6.95666328799735,167.145790907723,0.816490872764474,4.83699160163848,0,3.1304299064532,0,0,0,0.585619082944372,0,0.669513943371565,5.10256648796106,7.86775319698606,803.844243694979,0.285585829229142,1.05060539488167
"125","6M","ventral striatum","2",51.5494931834806,2.24140770243264,0.900584875570253,0,3.54386261474326,238.513774321424,0,4.77071183854892,0,2.04852212968789,1.18969057223363,0,0,0.654851954025049,0,0,1.77327050028111,4.92962765311483,655.328267161625,0,0.45170846694395
"126","6M","ventral striatum","3",33.9923876024573,29.0240334335048,1.11702466338611,0,5.01416622333269,102.892155898406,0.310582635468958,2.37697533985606,0,3.03346203820987,0,0,0,0.606826673749036,0,1.18780990268533,1.4871023583101,4.43248779859955,516.451298711078,0,0.802472577999241
