"gene_symbol","metabolite","module","Thalamus_17_Male_3","Thalamus_21_Male_3","Thalamus_25_Male_3","Thalamus_29_Male_3","Thalamus_33_Male_3","Thalamus_37_Female_3","Thalamus_41_Female_3","Thalamus_45_Female_3","Thalamus_49_Female_3","Thalamus_53_Female_3","Thalamus_1_Female_12","Thalamus_10_Female_12","Thalamus_12_Male_12","Thalamus_13_Female_12","Thalamus_15_Male_12","Thalamus_3_Male_12","Thalamus_4_Female_12","Thalamus_6_Male_12","Thalamus_7_Female_12","Thalamus_9_Male_12","Thalamus_18_Male_15","Thalamus_22_Male_15","Thalamus_26_Male_15","Thalamus_30_Male_15","Thalamus_34_Male_15","Thalamus_38_Female_15","Thalamus_42_Female_15","Thalamus_46_Female_15","Thalamus_50_Female_15","Thalamus_54_Female_15","Thalamus_19_Male_18","Thalamus_23_Male_18","Thalamus_27_Male_18","Thalamus_31_Male_18","Thalamus_35_Male_18","Thalamus_39_Female_18","Thalamus_43_Female_18","Thalamus_47_Female_18","Thalamus_51_Female_18","Thalamus_55_Female_18","Thalamus_16_Male_21","Thalamus_20_Male_21","Thalamus_24_Male_21","Thalamus_28_Male_21","Thalamus_32_Male_21","Thalamus_36_Male_21","Thalamus_40_Female_21","Thalamus_44_Female_21","Thalamus_48_Female_21","Thalamus_52_Female_21","Thalamus_56_Female_21","Thalamus_11_Male_26","Thalamus_14_Male_26","Thalamus_2_Male_26","Thalamus_5_Male_26","Thalamus_8_Male_26","Thalamus_57_Male_28","Thalamus_58_Male_28","Thalamus_59_Male_28"
"Ak2","AMPdGMP","M-140",131.154881043419,154.884088344095,144.577243639624,148.802828022547,146.012287119658,109.886696623147,148.801148534736,121.3526117581,136.163386242217,119.395932516596,128.86321381624,139.452873950358,148.653113417711,124.93874336124,141.76590344541,152.410415893008,140.703601304976,132.01088690181,132.647929845397,142.201270551675,120.69325457815,148.558506509745,125.902774951181,153.393451553028,147.931094092755,135.452164830374,125.508369950763,135.77335224393,131.992830507378,131.915153986417,122.560731257023,126.685608897382,138.835935435637,138.65950734133,117.892299733269,116.346656833082,137.307916631779,149.54647047649,150.951068199078,130.208324202726,147.077391265126,147.295644026547,118.785219333335,138.528422049156,143.875843631446,123.911708307488,150.785551979397,125.097817907273,118.741298831078,139.997182067328,138.234022121257,143.62276970369,132.792580947744,148.326721485448,146.396960681877,135.019853324767,139.961202612668,137.593782120712,140.864025494049
"Ak2","dAMP","M-138",131.154881043419,154.884088344095,144.577243639624,148.802828022547,146.012287119658,109.886696623147,148.801148534736,121.3526117581,136.163386242217,119.395932516596,128.86321381624,139.452873950358,148.653113417711,124.93874336124,141.76590344541,152.410415893008,140.703601304976,132.01088690181,132.647929845397,142.201270551675,120.69325457815,148.558506509745,125.902774951181,153.393451553028,147.931094092755,135.452164830374,125.508369950763,135.77335224393,131.992830507378,131.915153986417,122.560731257023,126.685608897382,138.835935435637,138.65950734133,117.892299733269,116.346656833082,137.307916631779,149.54647047649,150.951068199078,130.208324202726,147.077391265126,147.295644026547,118.785219333335,138.528422049156,143.875843631446,123.911708307488,150.785551979397,125.097817907273,118.741298831078,139.997182067328,138.234022121257,143.62276970369,132.792580947744,148.326721485448,146.396960681877,135.019853324767,139.961202612668,137.593782120712,140.864025494049
"Ak2","dAMP","M-140",131.154881043419,154.884088344095,144.577243639624,148.802828022547,146.012287119658,109.886696623147,148.801148534736,121.3526117581,136.163386242217,119.395932516596,128.86321381624,139.452873950358,148.653113417711,124.93874336124,141.76590344541,152.410415893008,140.703601304976,132.01088690181,132.647929845397,142.201270551675,120.69325457815,148.558506509745,125.902774951181,153.393451553028,147.931094092755,135.452164830374,125.508369950763,135.77335224393,131.992830507378,131.915153986417,122.560731257023,126.685608897382,138.835935435637,138.65950734133,117.892299733269,116.346656833082,137.307916631779,149.54647047649,150.951068199078,130.208324202726,147.077391265126,147.295644026547,118.785219333335,138.528422049156,143.875843631446,123.911708307488,150.785551979397,125.097817907273,118.741298831078,139.997182067328,138.234022121257,143.62276970369,132.792580947744,148.326721485448,146.396960681877,135.019853324767,139.961202612668,137.593782120712,140.864025494049
"Dck","AMPdGMP","M-139",310.002446102626,428.381940546643,331.246596186987,306.516005028479,399.208109105547,335.880091565089,320.568390733997,365.161040835737,415.372062724451,328.779932397918,410.856090803727,453.905432858029,443.07287203143,357.932616115985,366.32785974339,306.134714681646,443.429531385378,316.19374108218,418.434120162715,325.482908151612,360.403468531974,427.105706215518,284.243382750045,436.581362112465,330.629403847863,313.546677848088,376.52510985229,344.332419092854,363.162594434664,398.493694333968,346.551033209514,348.3854244678,372.4461022465,327.910997090982,278.402942562603,317.309064090225,406.253216465117,328.732781948321,334.144112129999,286.458313245997,219.599422902769,323.285244681643,424.528044747831,367.210261622366,353.980250204352,327.829401506424,327.794678216081,369.649943139535,294.478421101074,342.336859274013,386.217479987271,456.278491443262,362.702124081151,405.71720876902,403.122065645749,330.048530349431,354.404682639094,336.945829483724,425.830329941779
"Dck","AMPdGMP","M-158",310.002446102626,428.381940546643,331.246596186987,306.516005028479,399.208109105547,335.880091565089,320.568390733997,365.161040835737,415.372062724451,328.779932397918,410.856090803727,453.905432858029,443.07287203143,357.932616115985,366.32785974339,306.134714681646,443.429531385378,316.19374108218,418.434120162715,325.482908151612,360.403468531974,427.105706215518,284.243382750045,436.581362112465,330.629403847863,313.546677848088,376.52510985229,344.332419092854,363.162594434664,398.493694333968,346.551033209514,348.3854244678,372.4461022465,327.910997090982,278.402942562603,317.309064090225,406.253216465117,328.732781948321,334.144112129999,286.458313245997,219.599422902769,323.285244681643,424.528044747831,367.210261622366,353.980250204352,327.829401506424,327.794678216081,369.649943139535,294.478421101074,342.336859274013,386.217479987271,456.278491443262,362.702124081151,405.71720876902,403.122065645749,330.048530349431,354.404682639094,336.945829483724,425.830329941779
"Dck","AMPdGMP","M-159",310.002446102626,428.381940546643,331.246596186987,306.516005028479,399.208109105547,335.880091565089,320.568390733997,365.161040835737,415.372062724451,328.779932397918,410.856090803727,453.905432858029,443.07287203143,357.932616115985,366.32785974339,306.134714681646,443.429531385378,316.19374108218,418.434120162715,325.482908151612,360.403468531974,427.105706215518,284.243382750045,436.581362112465,330.629403847863,313.546677848088,376.52510985229,344.332419092854,363.162594434664,398.493694333968,346.551033209514,348.3854244678,372.4461022465,327.910997090982,278.402942562603,317.309064090225,406.253216465117,328.732781948321,334.144112129999,286.458313245997,219.599422902769,323.285244681643,424.528044747831,367.210261622366,353.980250204352,327.829401506424,327.794678216081,369.649943139535,294.478421101074,342.336859274013,386.217479987271,456.278491443262,362.702124081151,405.71720876902,403.122065645749,330.048530349431,354.404682639094,336.945829483724,425.830329941779
"Dck","AdG","M-139",310.002446102626,428.381940546643,331.246596186987,306.516005028479,399.208109105547,335.880091565089,320.568390733997,365.161040835737,415.372062724451,328.779932397918,410.856090803727,453.905432858029,443.07287203143,357.932616115985,366.32785974339,306.134714681646,443.429531385378,316.19374108218,418.434120162715,325.482908151612,360.403468531974,427.105706215518,284.243382750045,436.581362112465,330.629403847863,313.546677848088,376.52510985229,344.332419092854,363.162594434664,398.493694333968,346.551033209514,348.3854244678,372.4461022465,327.910997090982,278.402942562603,317.309064090225,406.253216465117,328.732781948321,334.144112129999,286.458313245997,219.599422902769,323.285244681643,424.528044747831,367.210261622366,353.980250204352,327.829401506424,327.794678216081,369.649943139535,294.478421101074,342.336859274013,386.217479987271,456.278491443262,362.702124081151,405.71720876902,403.122065645749,330.048530349431,354.404682639094,336.945829483724,425.830329941779
"Dck","AdG","M-158",310.002446102626,428.381940546643,331.246596186987,306.516005028479,399.208109105547,335.880091565089,320.568390733997,365.161040835737,415.372062724451,328.779932397918,410.856090803727,453.905432858029,443.07287203143,357.932616115985,366.32785974339,306.134714681646,443.429531385378,316.19374108218,418.434120162715,325.482908151612,360.403468531974,427.105706215518,284.243382750045,436.581362112465,330.629403847863,313.546677848088,376.52510985229,344.332419092854,363.162594434664,398.493694333968,346.551033209514,348.3854244678,372.4461022465,327.910997090982,278.402942562603,317.309064090225,406.253216465117,328.732781948321,334.144112129999,286.458313245997,219.599422902769,323.285244681643,424.528044747831,367.210261622366,353.980250204352,327.829401506424,327.794678216081,369.649943139535,294.478421101074,342.336859274013,386.217479987271,456.278491443262,362.702124081151,405.71720876902,403.122065645749,330.048530349431,354.404682639094,336.945829483724,425.830329941779
"Dck","AdG","M-159",310.002446102626,428.381940546643,331.246596186987,306.516005028479,399.208109105547,335.880091565089,320.568390733997,365.161040835737,415.372062724451,328.779932397918,410.856090803727,453.905432858029,443.07287203143,357.932616115985,366.32785974339,306.134714681646,443.429531385378,316.19374108218,418.434120162715,325.482908151612,360.403468531974,427.105706215518,284.243382750045,436.581362112465,330.629403847863,313.546677848088,376.52510985229,344.332419092854,363.162594434664,398.493694333968,346.551033209514,348.3854244678,372.4461022465,327.910997090982,278.402942562603,317.309064090225,406.253216465117,328.732781948321,334.144112129999,286.458313245997,219.599422902769,323.285244681643,424.528044747831,367.210261622366,353.980250204352,327.829401506424,327.794678216081,369.649943139535,294.478421101074,342.336859274013,386.217479987271,456.278491443262,362.702124081151,405.71720876902,403.122065645749,330.048530349431,354.404682639094,336.945829483724,425.830329941779
"Aacs","AMPdGMP","M-53",441.157327146044,525.429565521741,430.071547535591,465.120216932751,540.366802193526,492.416800905609,378.462085179988,548.293164034323,539.24633468488,479.936359278535,354.792225052506,382.811810844121,434.413467366321,371.439507290173,434.828191240122,351.46367458086,385.158342966146,390.499270236492,569.415503726581,448.724009296397,510.431889153424,410.224057748501,447.532134542625,424.781865839155,497.648381049361,415.135801470869,535.853100448469,424.116760102174,549.848586754491,467.199503701893,478.409475113622,405.393948471621,394.061277823306,625.841560162217,433.932220614474,493.591877473683,490.906179816273,498.488234921634,438.197761082762,496.323494608037,319.232494404951,554.749828151931,558.806988342036,515.633570960747,446.091240042474,495.64683322995,555.065655112564,429.847389350553,414.802937249899,470.30303350743,427.268795647523,436.944657060072,447.927213346121,390.448281557283,401.000370563403,567.356151344476,592.584273050125,543.109450219049,395.066922075263
"Asns","AMPdGMP","M-38",1228.08661340656,1243.97410195353,1183.15427864578,1069.24187800632,1286.60688456408,1217.04699844881,1133.95087468593,1123.06326154314,1217.6054430396,1109.26467352857,1288.6321381624,1293.35704663764,1458.3880690155,1360.81928579945,1224.07114109377,1177.89601593174,1426.93349202218,1054.50612650907,1283.34176029286,1177.11051734442,1203.57995537655,1215.47868962519,1097.38837905047,1237.47217166337,1177.3133617428,1153.85177448096,1203.97849497678,1174.36951064595,1186.4769902514,1277.92805424341,1172.35678795511,1171.84188230078,1231.23365497113,1249.8093431982,1016.19841460226,1057.69688030075,1286.806050558,1073.7706033312,1269.16140835342,1058.51708263628,1093.25268253755,1061.67639525628,1272.55121929277,1125.81828712965,1197.44286789558,1163.98951189632,1261.46318666822,1270.73046611072,1086.08707997493,1021.54193789753,1199.70375562206,1435.12290650072,1236.75478375212,1238.96437946669,1263.46942153707,1271.09599291599,1310.39699054316,1163.87083688246,1321.20741153039
"Ahcyl2","AdG","M-30",786.929286260511,636.201097058974,833.60676554239,699.462395195803,575.959825092501,582.606825492531,719.604268155122,646.47845900224,602.658164378908,753.429505190935,827.569600417283,869.529684631646,811.819187354005,736.125568993253,768.395022876379,844.169760441878,761.789194944112,897.199740320686,675.102472221287,741.026620985951,691.05269722003,913.297182065593,698.238096890827,747.05560780393,651.714866141355,673.498264017693,635.057321008354,713.859893241283,595.061600519449,626.59698143548,634.780063269135,766.447933829159,802.255555062216,569.628246375192,695.177128943596,641.669440715787,677.628744911407,695.188997890711,711.521782627695,600.490153970217,757.753564213875,600.660158757608,707.546741246385,698.139269850905,631.074467568619,751.275711785554,579.103931515077,785.38855603438,752.028225930161,627.799863333174,654.307704707285,758.991098357193,755.133930464035,835.428446013628,709.707005044753,703.739841571514,621.231302824647,609.408764376224,794.991224339976
"Nt5c3","AMPdGMP","M-45",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-138",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-139",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-140",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-143",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-145",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-148",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-149",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-152",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-156",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-158",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-159",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-162",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AMPdGMP","M-164",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AdG","M-45",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AdG","M-138",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AdG","M-139",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
"Nt5c3","AdG","M-140",417.31098513815,502.883147598234,431.901639227231,412.549157930773,474.843282765868,466.500127173735,443.054223611465,447.901457943532,446.340630714559,428.178516611242,478.634794174606,423.827362005991,486.369895356977,452.480854335302,445.549982257001,453.289598992137,507.385713796731,464.014315038099,450.787273783543,428.183825772266,419.911948219812,516.578443090705,444.233371880148,466.080102795739,410.389486837966,441.473722410108,436.648879888584,438.114012910826,452.859379807081,406.738391458119,453.897328862218,494.073874699789,445.60515804492,444.085178917502,452.197224798501,359.616939302255,454.452750621996,433.8194909318,409.619646229538,431.985263825513,466.309885670077,388.324879706352,464.811727826092,426.579585357718,426.298795945026,426.373358506867,459.458873966207,458.064942261968,392.637894801431,402.491898443568,462.455637642025,481.688673775453,432.071382785196,474.427381221838,487.989868939591,443.246993237872,468.992801737184,403.699248532387,437.164217050496
