"gene","log2FoldChange","padj","pvalue","metabolite","comparison","region","row_id"
"Gng11",0.3,0.0298717277937597,0.00143883588147097,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Gucy2f",1.9,0.0301219342857895,0.00146407750156752,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Hras",-0.2,0.0241456216209704,0.00108599411644425,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Kif20a",-0.3,0.00264430260982277,4.75063940421161e-05,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Kpna4",-0.1,0.0101845876005323,0.000307716490119923,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Nek9",0.3,0.0016551141285896,2.69191588535778e-05,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Rac2",0.7,0.0010572532505269,1.4880644399384e-05,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Rapgef2",-0.2,0.00652439179598981,0.000157946930129367,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Rasgrp3",0.3,0.0171804694447274,0.000652354870070658,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Rassf2",0.3,0.0128160595005079,0.000433722519065107,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Rassf4",0.6,0.00209649088827691,3.5146975982623e-05,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Rras2",-0.7,0.0104761858919308,0.00031914816272803,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Sorbs3",0.4,0.0349542082769031,0.0018629416647017,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Suclg2",0.4,0.0230273323078175,0.0010127690241937,"GTP","18_vs_3","cc","cc | 18_vs_3 | GTP"
"Suclg2",0.4,0.0230273323078175,0.0010127690241937,"ITP","18_vs_3","cc","cc | 18_vs_3 | ITP"
"Entpd5",0.3,0.0197575133121603,0.000814349680025867,"UMPpseudoUMP","18_vs_3","cc","cc | 18_vs_3 | UMPpseudoUMP"
"Tet3",-0.2,0.0345964431506136,0.0018417098161624,"ca5dC","18_vs_3","cc","cc | 18_vs_3 | ca5dC"
"Tet3",-0.2,0.0345964431506136,0.0018417098161624,"m5dCTP","18_vs_3","cc","cc | 18_vs_3 | m5dCTP"
"Tet3",-0.2,0.0345964431506136,0.0018417098161624,"m6dATP","18_vs_3","cc","cc | 18_vs_3 | m6dATP"
"Tet3",-0.2,0.0345964431506136,0.0018417098161624,"mCMPhm5dCMP","18_vs_3","cc","cc | 18_vs_3 | mCMPhm5dCMP"
"Tet3",-0.2,0.0345964431506136,0.0018417098161624,"mCTPhm5dCTP","18_vs_3","cc","cc | 18_vs_3 | mCTPhm5dCTP"
"Alkbh3",0.3,0.00471467096920641,0.000100864348271525,"f5dC","18_vs_3","cc","cc | 18_vs_3 | f5dC"
"Tet3",-0.2,0.0345964431506136,0.0018417098161624,"f5dC","18_vs_3","cc","cc | 18_vs_3 | f5dC"
"Alkbh3",0.3,0.00471467096920641,0.000100864348271525,"f5dCTP","18_vs_3","cc","cc | 18_vs_3 | f5dCTP"
"Tet3",-0.2,0.0345964431506136,0.0018417098161624,"f5dCTP","18_vs_3","cc","cc | 18_vs_3 | f5dCTP"
"Alkbh3",0.3,0.00471467096920641,0.000100864348271525,"m5dC","18_vs_3","cc","cc | 18_vs_3 | m5dC"
"Tet3",-0.2,0.0345964431506136,0.0018417098161624,"m5dC","18_vs_3","cc","cc | 18_vs_3 | m5dC"
"Pcif1",0.1,0.0268420920091327,0.0012576458723158,"m6Am","18_vs_3","cc","cc | 18_vs_3 | m6Am"
"Alkbh3",0.3,0.00471467096920641,0.000100864348271525,"m6dA","18_vs_3","cc","cc | 18_vs_3 | m6dA"
"Hnrnpc",-0.1,0.018224031143462,0.000710219654846543,"m6dA","18_vs_3","cc","cc | 18_vs_3 | m6dA"
"Alkbh3",0.3,0.00471467096920641,0.000100864348271525,"mA","18_vs_3","cc","cc | 18_vs_3 | mA"
"Igf2bp2",-0.9,0.0246337042015565,0.00112181512940905,"mA","18_vs_3","cc","cc | 18_vs_3 | mA"
"Alkbh3",0.3,0.00471467096920641,0.000100864348271525,"mChm5dC","18_vs_3","cc","cc | 18_vs_3 | mChm5dC"
"Tet3",-0.2,0.0345964431506136,0.0018417098161624,"mChm5dC","18_vs_3","cc","cc | 18_vs_3 | mChm5dC"
"Rnmt",-0.1,0.0359345665745337,0.00192867872644501,"mG","18_vs_3","cc","cc | 18_vs_3 | mG"
"Dock2",-0.8,0.0425632797611265,0.000253192445186103,"GMP","28_vs_21","cc","cc | 28_vs_21 | GMP"
"Cyfip1",-0.2,0.0116626375183657,4.13240256622402e-05,"GTP","28_vs_21","cc","cc | 28_vs_21 | GTP"
"Cyth4",-0.6,0.000613218721494189,7.11781764823117e-07,"GTP","28_vs_21","cc","cc | 28_vs_21 | GTP"
"Dock2",-0.8,0.0425632797611265,0.000253192445186103,"GTP","28_vs_21","cc","cc | 28_vs_21 | GTP"
"Gfm2",-0.3,0.00257060974854859,5.1823643290429e-06,"GTP","28_vs_21","cc","cc | 28_vs_21 | GTP"
"Rassf4",-0.6,0.0445820021248939,0.000285974111009461,"GTP","28_vs_21","cc","cc | 28_vs_21 | GTP"
"St3gal2",-0.1,0.0257341333561344,0.00142742522112886,"CMP","21_vs_3","cc","cc | 21_vs_3 | CMP"
"Tk2",0.2,0.0284553205710057,0.00164623303688328,"dTMP","21_vs_3","cc","cc | 21_vs_3 | dTMP"
"Tyms",-0.6,0.000199303131413518,3.44570750748522e-06,"dTMP","21_vs_3","cc","cc | 21_vs_3 | dTMP"
"Adk",0.1,0.0152116745430491,0.00069314802904257,"AdG","21_vs_3","cc","cc | 21_vs_3 | AdG"
"Acsm5",1.2,0.0224524628993628,0.00117412842823963,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Adk",0.1,0.0152116745430491,0.00069314802904257,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Ampd3",0.2,0.0333105168130117,0.00204515055269575,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Ass1",0.3,0.0438279879666145,0.0030213295874171,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Chfr",-0.2,0.0269634703211714,0.00151874394502535,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Enpp3",1,0.0477876242042023,0.00338066276672163,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"March7",0.3,0.000206326659172809,3.60494987619422e-06,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Nadsyn1",0.5,0.0133285970555037,0.000579752037602703,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Nudt11",-0.2,0.0246334628490827,0.00134687209053265,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Pde7a",-0.3,1.25994241841777e-05,1.47341797890132e-07,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Topors",-0.2,0.0203834592500766,0.00103106507783392,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Trim5",0.9,0.0471790538028097,0.00331743484189834,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Uba6",-0.2,0.0231413985912094,0.00123418907508863,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Uba7",0.8,0.0351322228313003,0.0022170924420999,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Ube2a",-0.2,0.000116162626736004,1.77412527851433e-06,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Ube2c",-1.7,6.63383980904613e-07,4.66058756210095e-09,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Ube2s",-0.2,0.00427457252806649,0.000130564873237034,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Ubr5",-0.2,0.02407991121413,0.00131072154021564,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Znrf1",-0.2,0.00353327246487995,0.000101131837762918,"AMPdGMP","21_vs_3","cc","cc | 21_vs_3 | AMPdGMP"
"Tk2",0.2,0.0284553205710057,0.00164623303688328,"dT","21_vs_3","cc","cc | 21_vs_3 | dT"
"Arhgef37",0.8,0.000749259726810614,1.55170778537967e-05,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Arhgef6",0.3,0.0336437660740744,0.00207588757619984,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Arhgef7",-0.2,0.000224109392537043,3.9567239564546e-06,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Dock2",0.7,0.000456299924243071,8.86452293416193e-06,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Eif5",0.1,0.00708572769868691,0.000247171514200637,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Gna15",0.6,0.00316791090097084,8.80566595358137e-05,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Gngt2",0.5,0.00963956127186039,0.000366290372722656,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Hras",-0.3,0.00432055882827657,0.000132501712492812,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Pde7a",-0.3,1.25994241841777e-05,1.47341797890132e-07,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Rab3il1",0.3,0.00194118718555482,4.79100508866849e-05,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Rac2",0.7,2.57792417519982e-05,3.29150316217706e-07,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Rasgef1a",-0.3,0.0234740217301141,0.0012634011328872,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Rasgrp3",0.4,0.000747935957530787,1.54439705324336e-05,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Rcc2",-0.3,0.0225794388651905,0.0011876655179259,"GMP","21_vs_3","cc","cc | 21_vs_3 | GMP"
"Adcy7",0.5,0.0470469637284913,0.00330088796175962,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Adssl1",0.4,1.92956971105133e-05,2.36937816556489e-07,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Arf5",-0.1,0.0234740217301141,0.00126303572001436,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Arhgef6",0.3,0.0336437660740744,0.00207588757619984,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Cdc42ep1",0.3,0.00676611311834032,0.000230648855766015,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Cdc42se2",-0.1,0.0426607017583754,0.00287633318523151,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Cyth4",0.5,6.19221772775686e-07,4.31249814261276e-09,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Dock2",0.7,0.000456299924243071,8.86452293416193e-06,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Eif2b3",0.2,0.0124491083966126,0.000527807515868356,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Eif5",0.1,0.00708572769868691,0.000247171514200637,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Erc1",-0.2,0.0149001690615158,0.000671777430960882,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Fgd2",0.4,0.011467181769482,0.000468390650254968,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Fnbp1",0.3,0.00098092073971912,2.1213631978775e-05,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Fnbp1l",-0.3,0.00149851885625067,3.50621737396303e-05,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Gbf1",-0.1,0.011138622452267,0.000449791034330042,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Gbp2",0.9,0.00459596732022455,0.000142070955100105,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Gfm2",0.3,5.23150390401803e-12,1.31035286251292e-14,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Gngt2",0.5,0.00963956127186039,0.000366290372722656,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Gnl3",0.2,0.0192314638020388,0.00095517014301775,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Hras",-0.3,0.00432055882827657,0.000132501712492812,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Kif20a",-0.4,9.65568534598368e-05,1.43929820051318e-06,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Kpna2",-0.3,0.00372628755816598,0.000108130404430866,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Mlph",1,0.00481937624738756,0.000150743517543065,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Nek9",0.3,3.0848896645428e-05,4.03000811084968e-07,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Oas3",3,0.0342050491798207,0.00212514723048919,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Rac2",0.7,2.57792417519982e-05,3.29150316217706e-07,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Rasgef1a",-0.3,0.0234740217301141,0.0012634011328872,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Rasgrp3",0.4,0.000747935957530787,1.54439705324336e-05,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Rassf2",0.4,0.000239729685035043,4.30573201785709e-06,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Rassf4",0.7,2.57792417519982e-05,3.28787399643459e-07,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Rbm4",-0.2,0.0113820694173802,0.00046309843191247,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Rcc2",-0.3,0.0225794388651905,0.0011876655179259,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Rhoa",0.1,0.0343101279242681,0.00214634803558254,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Rnd3",-0.5,0.00385010861485163,0.000114075550015459,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Rras2",-0.5,0.0297724365555518,0.00177154091301285,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Xpo7",-0.1,0.0227300351456547,0.0012025298085489,"GTP","21_vs_3","cc","cc | 21_vs_3 | GTP"
"Hk2",0.7,0.00471907355916659,0.000147029599558614,"ITP","21_vs_3","cc","cc | 21_vs_3 | ITP"
"Enpp3",1,0.0477876242042023,0.00338066276672163,"UMPpseudoUMP","21_vs_3","cc","cc | 21_vs_3 | UMPpseudoUMP"
"Tet3",-0.3,0.00116508262962016,2.62640045408907e-05,"ca5dC","21_vs_3","cc","cc | 21_vs_3 | ca5dC"
"Tet3",-0.3,0.00116508262962016,2.62640045408907e-05,"m5dCTP","21_vs_3","cc","cc | 21_vs_3 | m5dCTP"
"Tet3",-0.3,0.00116508262962016,2.62640045408907e-05,"m6dATP","21_vs_3","cc","cc | 21_vs_3 | m6dATP"
"Mettl16",-0.2,0.0185741783513666,0.000905503960192471,"mAMP","21_vs_3","cc","cc | 21_vs_3 | mAMP"
"Tet3",-0.3,0.00116508262962016,2.62640045408907e-05,"mCMPhm5dCMP","21_vs_3","cc","cc | 21_vs_3 | mCMPhm5dCMP"
"Tet3",-0.3,0.00116508262962016,2.62640045408907e-05,"mCTPhm5dCTP","21_vs_3","cc","cc | 21_vs_3 | mCTPhm5dCTP"
"Alkbh3",0.3,0.00323625221589531,9.07471297633299e-05,"f5dC","21_vs_3","cc","cc | 21_vs_3 | f5dC"
"Tet3",-0.3,0.00116508262962016,2.62640045408907e-05,"f5dC","21_vs_3","cc","cc | 21_vs_3 | f5dC"
"Alkbh3",0.3,0.00323625221589531,9.07471297633299e-05,"f5dCTP","21_vs_3","cc","cc | 21_vs_3 | f5dCTP"
"Tet3",-0.3,0.00116508262962016,2.62640045408907e-05,"f5dCTP","21_vs_3","cc","cc | 21_vs_3 | f5dCTP"
"Alkbh3",0.3,0.00323625221589531,9.07471297633299e-05,"m5dC","21_vs_3","cc","cc | 21_vs_3 | m5dC"
"Tet3",-0.3,0.00116508262962016,2.62640045408907e-05,"m5dC","21_vs_3","cc","cc | 21_vs_3 | m5dC"
"Alkbh3",0.3,0.00323625221589531,9.07471297633299e-05,"m6dA","21_vs_3","cc","cc | 21_vs_3 | m6dA"
"Hnrnpc",-0.1,0.0171483717851659,0.000813599707799986,"m6dA","21_vs_3","cc","cc | 21_vs_3 | m6dA"
"Alkbh3",0.3,0.00323625221589531,9.07471297633299e-05,"mA","21_vs_3","cc","cc | 21_vs_3 | mA"
"Igf2bp2",-0.9,0.0147719124954488,0.000664764157013588,"mA","21_vs_3","cc","cc | 21_vs_3 | mA"
"Mettl16",-0.2,0.0185741783513666,0.000905503960192471,"mA","21_vs_3","cc","cc | 21_vs_3 | mA"
"Alkbh3",0.3,0.00323625221589531,9.07471297633299e-05,"mChm5dC","21_vs_3","cc","cc | 21_vs_3 | mChm5dC"
"Enpp3",1,0.0477876242042023,0.00338066276672163,"mChm5dC","21_vs_3","cc","cc | 21_vs_3 | mChm5dC"
"Tet3",-0.3,0.00116508262962016,2.62640045408907e-05,"mChm5dC","21_vs_3","cc","cc | 21_vs_3 | mChm5dC"
"Trmt10b",0.2,0.04319893964867,0.00295311952268689,"mG","21_vs_3","cc","cc | 21_vs_3 | mG"
"Adk",0.2,0.00190759682244173,3.75985530788765e-05,"AdG","26_vs_3","cc","cc | 26_vs_3 | AdG"
"Adk",0.2,0.00190759682244173,3.75985530788765e-05,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Carns1",0.4,0.0308018269532528,0.00143951356950568,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Creb1",-0.2,0.0283838912375174,0.00127796003677991,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"March4",-0.6,0.0136560068603989,0.000458606864304468,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"March7",0.2,0.0331162757880105,0.00159054794324271,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"March9",-0.7,0.00228969805740053,4.75592485500752e-05,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Trim5",1.4,0.0269987025570543,0.00120239807954625,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Uba6",-0.3,0.0265223678462012,0.00116800370295339,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Uba7",1.4,0.00252895172532189,5.43827361056452e-05,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Ube2a",-0.2,0.00327010275982382,7.57143958686071e-05,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Ube2b",-0.2,0.00869316060273521,0.000257571195083791,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Ube2c",-1.9,0.00150993668431261,2.85032949754167e-05,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Ube2l6",1.4,0.00102147572157991,1.75976634788646e-05,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Ube2w",-0.2,0.0265223678462012,0.00116822207936411,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Znrf1",-0.4,0.00111065107585605,1.97446064557462e-05,"AMPdGMP","26_vs_3","cc","cc | 26_vs_3 | AMPdGMP"
"Arhgef1",0.3,0.0384982379448948,0.00194150652218314,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Arhgef37",1.1,0.000521725691346214,7.68134226980497e-06,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Arhgef7",-0.2,0.0045846702552157,0.000112867332246159,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Dlg4",-0.3,0.0201787157427544,0.00079265161113025,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Dock1",0.4,0.025964432810536,0.00112937113819425,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Dock2",1.1,0.000125359570266365,1.48607313127469e-06,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Dock8",0.6,0.0331220147732502,0.0015944863853211,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Gna13",0.3,0.0015533506879038,2.94177233337515e-05,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Gna15",0.7,0.0442263047513267,0.00237079212971147,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Gnai2",0.2,0.0213463837121063,0.000859384621313341,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Gngt2",0.8,0.00198113674249881,3.98188031206615e-05,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Hras",-0.3,0.0226822354580725,0.000935335630411079,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Psd3",-0.3,0.0463749576458408,0.00252712213452807,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Rab3il1",0.4,0.00833582505877082,0.000241891190843432,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Rac2",1.1,2.99603506536265e-06,2.37940349744728e-08,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Rapgef2",-0.3,0.0122703178505215,0.000395042916929857,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Rasgrp3",0.4,0.0463710272386409,0.00252124224096709,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Sorbs3",0.5,0.039573346800587,0.002033183741175,"GMP","26_vs_3","cc","cc | 26_vs_3 | GMP"
"Adcy7",0.8,0.00608793897575067,0.000164016194532717,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Adssl1",0.6,4.17281437206382e-06,3.3904594751328e-08,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Arhgef1",0.3,0.0384982379448948,0.00194150652218314,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Cdc42ep1",0.4,0.0205777819196238,0.000817248245455464,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Cyfip1",0.2,0.00502851306185035,0.000129330075083328,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Cyth4",0.8,2.15707169120208e-08,9.93490869543724e-11,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Dnm2",0.2,0.0265313280828735,0.00117201856703871,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Dock1",0.4,0.025964432810536,0.00112937113819425,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Dock2",1.1,0.000125359570266365,1.48607313127469e-06,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Dock8",0.6,0.0331220147732502,0.0015944863853211,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Ehd2",0.6,0.0362127038926027,0.00179636603096056,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Eif2b3",0.3,0.00201574377951416,4.06375128132245e-05,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Entpd2",0.4,0.0400724331846334,0.00207596208324083,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Fgd2",0.6,0.00950934529130593,0.00028930624687338,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Fgd3",0.6,0.0292307543568304,0.0013428753910646,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Fnbp1",0.3,0.0241233647143038,0.0010168685718657,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Fnbp1l",-0.3,0.00654231919612865,0.000180254502868472,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Gbp2",1.2,0.0157955597152769,0.000560646355585308,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Gbp3",1.5,0.0144373485193954,0.000493916254558092,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Gbp6",2.4,0.0136560068603989,0.000459030544609583,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Gfm1",-0.2,0.039573346800587,0.002031277574184,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Gfm2",0.3,1.47697344898876e-05,1.33540271519541e-07,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Gngt2",0.8,0.00198113674249881,3.98188031206615e-05,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Gucy1a2",-0.4,0.041121893310263,0.00213786616207672,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Hras",-0.3,0.0226822354580725,0.000935335630411079,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Kif20a",-0.4,0.0185473155062527,0.000696841531941193,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Mlph",1.1,0.0247200784664759,0.0010540228663807,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Nek9",0.4,0.000899401949158074,1.50550512596562e-05,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Oas3",4.5,0.00841490020138439,0.000245213965181768,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Rac2",1.1,2.99603506536265e-06,2.37940349744728e-08,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Rapgef2",-0.3,0.0122703178505215,0.000395042916929857,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Rasgrp3",0.4,0.0463710272386409,0.00252124224096709,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Rassf2",0.4,0.00997131947921244,0.00030518853070349,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Rassf4",0.9,4.45906269893144e-05,4.54923007344095e-07,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Sorbs3",0.5,0.039573346800587,0.002033183741175,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Xpo7",-0.2,0.0154339000750874,0.000541519517953202,"GTP","26_vs_3","cc","cc | 26_vs_3 | GTP"
"Hk2",1.1,0.00170432400331482,3.30057247877572e-05,"ITP","26_vs_3","cc","cc | 26_vs_3 | ITP"
"Trmt2a",0.2,0.0168827060106916,0.00061367280080405,"mU","26_vs_3","cc","cc | 26_vs_3 | mU"
"Isg20",1.9,0.0081508781970071,0.000235528461554424,"UMPpseudoUMP","26_vs_3","cc","cc | 26_vs_3 | UMPpseudoUMP"
"Tet3",-0.3,0.0346673356905515,0.00169641003654052,"ca5dC","26_vs_3","cc","cc | 26_vs_3 | ca5dC"
"Tet3",-0.3,0.0346673356905515,0.00169641003654052,"m5dCTP","26_vs_3","cc","cc | 26_vs_3 | m5dCTP"
"Tet3",-0.3,0.0346673356905515,0.00169641003654052,"m6dATP","26_vs_3","cc","cc | 26_vs_3 | m6dATP"
"Fto",0.1,0.0487347259301787,0.00271928924532839,"mAMP","26_vs_3","cc","cc | 26_vs_3 | mAMP"
"Mettl16",-0.3,0.0262106335080553,0.00115128874655091,"mAMP","26_vs_3","cc","cc | 26_vs_3 | mAMP"
"Tet3",-0.3,0.0346673356905515,0.00169641003654052,"mCMPhm5dCMP","26_vs_3","cc","cc | 26_vs_3 | mCMPhm5dCMP"
