Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
C45H84O16P2 (HMDB09928)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB09929)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB09930)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H80O16P2 (HMDB09931)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H80O16P2 (HMDB09932)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H88O16P2 (HMDB09933)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB09936)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB09937)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB09938)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C41H76O16P2 (HMDB09939)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C41H78O16P2 (HMDB09940)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H80O16P2 (HMDB09941)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H80O16P2 (HMDB09942)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C41H76O16P2 (HMDB09943)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H80O16P2 (HMDB09944)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB09945)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H84O16P2 (HMDB09946)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H82O16P2 (HMDB09947)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H80O16P2 (HMDB09948)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H86O16P2 (HMDB09949)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H86O16P2 (HMDB09950)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H84O16P2 (HMDB09951)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB09952)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB09953)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C50H92O18P2 (HMDB09954)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C50H92O18P2 (HMDB09955)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB09956)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB09957)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H82O16P2 (HMDB09958)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H80O16P2 (HMDB09959)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H86O16P2 (HMDB09960)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H84O16P2 (HMDB09961)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H84O16P2 (HMDB09962)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB09963)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C48H86O18P2 (HMDB09964)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB09965)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB09966)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB09967)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB09968)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H88O16P2 (HMDB09969)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H82O16P2 (HMDB09970)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H80O16P2 (HMDB09971)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H86O16P2 (HMDB09972)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H84O16P2 (HMDB09973)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H84O16P2 (HMDB09974)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB09976)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H88O16P2 (HMDB09977)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB09978)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB09979)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB09980)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB09981)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C48H86O18P2 (HMDB09982)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C43H80O16P2 (HMDB09983)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H84O16P2 (HMDB09984)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB09985)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB09986)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H80O16P2 (HMDB09987)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H88O16P2 (HMDB09988)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H86O16P2 (HMDB09989)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB09990)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB09991)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB09992)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB09993)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C48H86O18P2 (HMDB09994)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C48H86O18P2 (HMDB09995)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB09996)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H88O16P2 (HMDB09997)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H86O16P2 (HMDB09998)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H88O16P2 (HMDB09999)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H88O16P2 (HMDB10000)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H86O16P2 (HMDB10001)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H88O16P2 (HMDB10002)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H84O16P2 (HMDB10003)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB10004)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB10005)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C50H92O18P2 (HMDB10006)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB10007)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB10008)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB10009)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H82O16P2 (HMDB10010)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C50H92O18P2 (HMDB10011)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB10012)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB10013)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB10014)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H80O16P2 (HMDB10015)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB10016)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB10017)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB10018)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C45H80O16P2 (HMDB10019)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB10020)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB10021)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB10022)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H88O16P2 (HMDB10023)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB10024)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB10027)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H84O16P2 (HMDB10028)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB10029)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
C47H82O16P2 (HMDB10030)	1/77	0.285606078	0.294478851	0	0	3.03503672	3.803331278	PREX1
NAD (HMDB00902)	2/246	0.290209745	0.294478851	0	0	1.896721311	2.346531349	ENPP3;ADCY7
C41H81O19P3 (HMDB10032)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C41H79O19P3 (HMDB10033)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C41H77O19P3 (HMDB10034)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H85O19P3 (HMDB10035)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H83O19P3 (HMDB10036)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H83O19P3 (HMDB10037)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H81O19P3 (HMDB10038)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H87O19P3 (HMDB10039)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H85O19P3 (HMDB10040)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10041)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10042)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10043)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10044)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H89O19P3 (HMDB10045)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H87O19P3 (HMDB10046)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10047)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10048)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10049)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10050)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C41H79O19P3 (HMDB10051)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C41H77O19P3 (HMDB10052)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H83O19P3 (HMDB10053)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H81O19P3 (HMDB10054)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H81O19P3 (HMDB10055)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C41H77O19P3 (HMDB10056)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H81O19P3 (HMDB10057)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10058)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H85O19P3 (HMDB10059)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H83O19P3 (HMDB10060)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H81O19P3 (HMDB10061)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H87O19P3 (HMDB10062)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H87O19P3 (HMDB10063)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H85O19P3 (HMDB10064)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10065)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10066)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H89O19P3 (HMDB10067)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H87O19P3 (HMDB10068)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H87O19P3 (HMDB10069)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10070)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10071)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H83O19P3 (HMDB10072)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H81O19P3 (HMDB10073)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H87O19P3 (HMDB10074)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H85O19P3 (HMDB10075)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H85O19P3 (HMDB10076)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10077)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10078)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10079)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H89O19P3 (HMDB10080)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10081)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10082)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10083)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10084)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H83O19P3 (HMDB10085)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H81O19P3 (HMDB10086)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H87O19P3 (HMDB10087)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H85O19P3 (HMDB10088)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H85O19P3 (HMDB10089)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10090)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10091)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10092)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H89O19P3 (HMDB10093)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10094)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10095)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10096)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10097)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H81O19P3 (HMDB10098)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H85O19P3 (HMDB10099)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10100)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10101)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10102)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H89O19P3 (HMDB10103)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H87O19P3 (HMDB10104)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10105)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10106)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10107)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10108)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10109)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10110)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10111)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10112)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10113)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H89O19P3 (HMDB10114)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H87O19P3 (HMDB10115)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H89O19P3 (HMDB10116)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H89O19P3 (HMDB10117)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H87O19P3 (HMDB10118)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H85O19P3 (HMDB10119)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H89O19P3 (HMDB10120)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10121)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10122)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H87O19P3 (HMDB10123)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10124)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10125)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10126)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H83O19P3 (HMDB10127)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H87O19P3 (HMDB10128)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10129)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10130)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10131)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10132)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10133)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10134)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10135)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H81O19P3 (HMDB10136)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10137)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10138)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10139)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H89O19P3 (HMDB10140)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H87O19P3 (HMDB10141)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10142)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10143)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H85O19P3 (HMDB10144)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10145)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H83O19P3 (HMDB10146)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C41H82O22P4 (HMDB10147)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C41H80O22P4 (HMDB10148)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H84O22P4 (HMDB10149)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H84O22P4 (HMDB10150)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C43H84O22P4 (HMDB10151)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H88O22P4 (HMDB10152)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H88O22P4 (HMDB10153)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H86O22P4 (HMDB10154)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H86O22P4 (HMDB10155)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H86O22P4 (HMDB10156)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H86O22P4 (HMDB10157)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H86O22P4 (HMDB10158)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C45H86O22P4 (HMDB10159)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H86O22P4 (HMDB10160)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H86O22P4 (HMDB10161)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
C47H88O22P4 (HMDB10162)	1/79	0.29183185	0.294478851	0	0	2.956917114	3.641672586	PREX1
Coenzyme A (HMDB01423)	1/96	0.34263076	0.344956308	0	0	2.425703794	2.598175972	ACSL4
Uridine 5'-diphosphate (HMDB00295)	1/107	0.373563357	0.375249873	0	0	2.172773146	2.139459449	ENTPD4
FAD (HMDB01248)	1/169	0.522824437	0.524001969	0	0	1.366625138	0.886269463	ENPP3
NADPH (HMDB00221)	1/174	0.533201026	0.533201026	0	0	1.326791235	0.834361647	RAC2
