"metabolite","gene_symbol","module","gene","gene_label","cluster"
"dAMP","Nt5e","M-143","Nt5 family","Nt5 family","1"
"dAMP","Nt5e","M-145","Nt5 family","Nt5 family","1"
"dAMP","Nt5e","M-148","Nt5 family","Nt5 family","1"
"dAMP","Nt5e","M-149","Nt5 family","Nt5 family","3"
"dAMP","Nt5e","M-152","Nt5 family","Nt5 family","2"
"dAMP","Nt5e","M-156","Nt5 family","Nt5 family","1"
"dAMP","Nt5e","M-158","Nt5 family","Nt5 family","3"
"dAMP","Nt5e","M-159","Nt5 family","Nt5 family","1"
"dAMP","Nt5e","M-162","Nt5 family","Nt5 family","1"
"dAMP","Nt5e","M-164","Nt5 family","Nt5 family","3"
"dAMP","Nt5c1b","M-45","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1b","M-138","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1b","M-139","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1b","M-140","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1b","M-143","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1b","M-145","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1b","M-148","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1b","M-149","Nt5 family","Nt5 family","3"
"dAMP","Nt5c1b","M-152","Nt5 family","Nt5 family","2"
"dAMP","Nt5c1b","M-156","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1b","M-158","Nt5 family","Nt5 family","3"
"dAMP","Nt5c1b","M-159","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1b","M-162","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1b","M-164","Nt5 family","Nt5 family","3"
"dAMP","Nt5c1a","M-45","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1a","M-138","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1a","M-139","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1a","M-140","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1a","M-143","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1a","M-145","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1a","M-148","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1a","M-149","Nt5 family","Nt5 family","3"
"dAMP","Nt5c1a","M-152","Nt5 family","Nt5 family","2"
"dAMP","Nt5c1a","M-156","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1a","M-158","Nt5 family","Nt5 family","3"
"dAMP","Nt5c1a","M-159","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1a","M-162","Nt5 family","Nt5 family","1"
"dAMP","Nt5c1a","M-164","Nt5 family","Nt5 family","3"
"dAMP","Nt5c","M-45","Nt5 family","Nt5 family","1"
"dAMP","Nt5c","M-138","Nt5 family","Nt5 family","1"
"dAMP","Nt5c","M-139","Nt5 family","Nt5 family","1"
"dAMP","Nt5c","M-140","Nt5 family","Nt5 family","1"
"dAMP","Nt5c","M-143","Nt5 family","Nt5 family","1"
"dAMP","Nt5c","M-145","Nt5 family","Nt5 family","1"
"dAMP","Nt5c","M-148","Nt5 family","Nt5 family","1"
"dAMP","Nt5c","M-149","Nt5 family","Nt5 family","3"
"dAMP","Nt5c","M-152","Nt5 family","Nt5 family","2"
"dAMP","Nt5c","M-156","Nt5 family","Nt5 family","1"
"dAMP","Nt5c","M-158","Nt5 family","Nt5 family","3"
"dAMP","Nt5c","M-159","Nt5 family","Nt5 family","1"
"dAMP","Nt5c","M-162","Nt5 family","Nt5 family","1"
"dAMP","Nt5c","M-164","Nt5 family","Nt5 family","3"
"dAMP","Nt5m","M-45","Nt5 family","Nt5 family","1"
"dAMP","Nt5m","M-138","Nt5 family","Nt5 family","1"
"dAMP","Nt5m","M-139","Nt5 family","Nt5 family","1"
"dAMP","Nt5m","M-140","Nt5 family","Nt5 family","1"
"dAMP","Nt5m","M-143","Nt5 family","Nt5 family","1"
"dAMP","Nt5m","M-145","Nt5 family","Nt5 family","1"
"dAMP","Nt5m","M-148","Nt5 family","Nt5 family","1"
"dAMP","Nt5m","M-149","Nt5 family","Nt5 family","3"
"dAMP","Nt5m","M-152","Nt5 family","Nt5 family","2"
"dAMP","Nt5m","M-156","Nt5 family","Nt5 family","1"
"dAMP","Nt5m","M-158","Nt5 family","Nt5 family","3"
"dAMP","Nt5m","M-159","Nt5 family","Nt5 family","1"
"dAMP","Nt5m","M-162","Nt5 family","Nt5 family","1"
"dAMP","Nt5m","M-164","Nt5 family","Nt5 family","3"
"dAMP","Ak1","M-138","Ak family","Ak family","1"
"dAMP","Ak1","M-140","Ak family","Ak family","1"
"dAMP","Ak4","M-138","Ak family","Ak family","1"
"dAMP","Ak4","M-140","Ak family","Ak family","1"
"dAMP","Ak7","M-138","Ak family","Ak family","1"
"dAMP","Ak7","M-140","Ak family","Ak family","1"
"dAMP","Ak5","M-138","Ak family","Ak family","1"
"dAMP","Ak5","M-140","Ak family","Ak family","1"
"dAMP","Nt5c3","M-45","Nt5 family","Nt5 family","1"
"dAMP","Nt5c3","M-138","Nt5 family","Nt5 family","1"
"dAMP","Nt5c3","M-139","Nt5 family","Nt5 family","1"
"dAMP","Nt5c3","M-140","Nt5 family","Nt5 family","1"
"dAMP","Nt5c3","M-143","Nt5 family","Nt5 family","1"
"dAMP","Nt5c3","M-145","Nt5 family","Nt5 family","1"
"dAMP","Nt5c3","M-148","Nt5 family","Nt5 family","1"
"dAMP","Nt5c3","M-149","Nt5 family","Nt5 family","3"
"dAMP","Nt5c3","M-152","Nt5 family","Nt5 family","2"
"dAMP","Nt5c3","M-156","Nt5 family","Nt5 family","1"
"dAMP","Nt5c3","M-158","Nt5 family","Nt5 family","3"
"dAMP","Nt5c3","M-159","Nt5 family","Nt5 family","1"
"dAMP","Nt5c3","M-162","Nt5 family","Nt5 family","1"
"dAMP","Nt5c3","M-164","Nt5 family","Nt5 family","3"
"dAMP","Nt5c2","M-45","Nt5 family","Nt5 family","1"
"dAMP","Nt5c2","M-138","Nt5 family","Nt5 family","1"
"dAMP","Nt5c2","M-139","Nt5 family","Nt5 family","1"
"dAMP","Nt5c2","M-140","Nt5 family","Nt5 family","1"
"dAMP","Nt5c2","M-143","Nt5 family","Nt5 family","1"
"dAMP","Nt5c2","M-145","Nt5 family","Nt5 family","1"
"dAMP","Nt5c2","M-148","Nt5 family","Nt5 family","1"
"dAMP","Nt5c2","M-149","Nt5 family","Nt5 family","3"
"dAMP","Nt5c2","M-152","Nt5 family","Nt5 family","2"
"dAMP","Nt5c2","M-156","Nt5 family","Nt5 family","1"
"dAMP","Nt5c2","M-158","Nt5 family","Nt5 family","3"
"dAMP","Nt5c2","M-159","Nt5 family","Nt5 family","1"
"dAMP","Nt5c2","M-162","Nt5 family","Nt5 family","1"
"dAMP","Nt5c2","M-164","Nt5 family","Nt5 family","3"
"dAMP","Ak2","M-138","Ak family","Ak family","1"
"dAMP","Ak2","M-140","Ak family","Ak family","1"
"dCTP","Uck1","M-45","Uck family","Uck family","1"
"dCTP","Uck1","M-152","Uck family","Uck family","2"
"dCTP","Uck1","M-156","Uck family","Uck family","1"
"dCTP","Nme4","M-133","Nme family","Nme family","1"
"dCTP","Nme4","M-135","Nme family","Nme family","1"
"dCTP","Nme4","M-138","Nme family","Nme family","1"
"dCTP","Nme4","M-140","Nme family","Nme family","1"
"dCTP","Nme4","M-153","Nme family","Nme family","3"
"dCTP","Nme4","M-155","Nme family","Nme family","1"
"dCTP","Nme4","M-161","Nme family","Nme family","1"
"dCTP","Nme4","M-165","Nme family","Nme family","2"
"dCTP","Nme1","M-133","Nme family","Nme family","1"
"dCTP","Nme1","M-135","Nme family","Nme family","1"
"dCTP","Nme1","M-138","Nme family","Nme family","1"
"dCTP","Nme1","M-140","Nme family","Nme family","1"
"dCTP","Nme1","M-153","Nme family","Nme family","3"
"dCTP","Nme1","M-155","Nme family","Nme family","1"
"dCTP","Nme1","M-161","Nme family","Nme family","1"
"dCTP","Nme1","M-165","Nme family","Nme family","2"
"dCTP","Nme7","M-133","Nme family","Nme family","1"
"dCTP","Nme7","M-135","Nme family","Nme family","1"
"dCTP","Nme7","M-138","Nme family","Nme family","1"
"dCTP","Nme7","M-140","Nme family","Nme family","1"
"dCTP","Nme7","M-153","Nme family","Nme family","3"
"dCTP","Nme7","M-155","Nme family","Nme family","1"
"dCTP","Nme7","M-161","Nme family","Nme family","1"
"dCTP","Nme7","M-165","Nme family","Nme family","2"
"dCTP","Nme2","M-133","Nme family","Nme family","1"
"dCTP","Nme2","M-135","Nme family","Nme family","1"
"dCTP","Nme2","M-138","Nme family","Nme family","1"
"dCTP","Nme2","M-140","Nme family","Nme family","1"
"dCTP","Nme2","M-153","Nme family","Nme family","3"
"dCTP","Nme2","M-155","Nme family","Nme family","1"
"dCTP","Nme2","M-161","Nme family","Nme family","1"
"dCTP","Nme2","M-165","Nme family","Nme family","2"
"dCTP","Nme3","M-133","Nme family","Nme family","1"
"dCTP","Nme3","M-135","Nme family","Nme family","1"
"dCTP","Nme3","M-138","Nme family","Nme family","1"
"dCTP","Nme3","M-140","Nme family","Nme family","1"
"dCTP","Nme3","M-153","Nme family","Nme family","3"
"dCTP","Nme3","M-155","Nme family","Nme family","1"
"dCTP","Nme3","M-161","Nme family","Nme family","1"
"dCTP","Nme3","M-165","Nme family","Nme family","2"
"dCTP","Nme6","M-133","Nme family","Nme family","1"
"dCTP","Nme6","M-135","Nme family","Nme family","1"
"dCTP","Nme6","M-138","Nme family","Nme family","1"
"dCTP","Nme6","M-140","Nme family","Nme family","1"
"dCTP","Nme6","M-153","Nme family","Nme family","3"
"dCTP","Nme6","M-155","Nme family","Nme family","1"
"dCTP","Nme6","M-161","Nme family","Nme family","1"
"dCTP","Nme6","M-165","Nme family","Nme family","2"
"dCTP","Uck2","M-45","Uck family","Uck family","1"
"dCTP","Uck2","M-152","Uck family","Uck family","2"
"dCTP","Uck2","M-156","Uck family","Uck family","1"
"dCTP","Uckl1","M-45","Uck family","Uck family","1"
"dCTP","Uckl1","M-152","Uck family","Uck family","2"
"dCTP","Uckl1","M-156","Uck family","Uck family","1"
"dCTP","Dctpp1","M-158","Other","Other","3"
"dCTP","Dctpp1","M-160","Other","Other","1"
"dCTP","Dctpp1","M-171","Other","Other","1"
"dCTP","Nme5","M-133","Nme family","Nme family","1"
"dCTP","Nme5","M-135","Nme family","Nme family","1"
"dCTP","Nme5","M-138","Nme family","Nme family","1"
"dCTP","Nme5","M-140","Nme family","Nme family","1"
"dCTP","Nme5","M-153","Nme family","Nme family","3"
"dCTP","Nme5","M-155","Nme family","Nme family","1"
"dCTP","Nme5","M-161","Nme family","Nme family","1"
"dCTP","Nme5","M-165","Nme family","Nme family","2"
"dITP","Nme4","M-133","Nme family","Nme family","1"
"dITP","Nme4","M-135","Nme family","Nme family","1"
"dITP","Nme4","M-138","Nme family","Nme family","1"
"dITP","Nme4","M-140","Nme family","Nme family","1"
"dITP","Nme4","M-153","Nme family","Nme family","3"
"dITP","Nme4","M-155","Nme family","Nme family","1"
"dITP","Nme4","M-161","Nme family","Nme family","1"
"dITP","Nme4","M-165","Nme family","Nme family","2"
"dITP","Nme1","M-133","Nme family","Nme family","1"
"dITP","Nme1","M-135","Nme family","Nme family","1"
"dITP","Nme1","M-138","Nme family","Nme family","1"
"dITP","Nme1","M-140","Nme family","Nme family","1"
"dITP","Nme1","M-153","Nme family","Nme family","3"
"dITP","Nme1","M-155","Nme family","Nme family","1"
"dITP","Nme1","M-161","Nme family","Nme family","1"
"dITP","Nme1","M-165","Nme family","Nme family","2"
"dITP","Nme7","M-133","Nme family","Nme family","1"
"dITP","Nme7","M-135","Nme family","Nme family","1"
"dITP","Nme7","M-138","Nme family","Nme family","1"
"dITP","Nme7","M-140","Nme family","Nme family","1"
"dITP","Nme7","M-153","Nme family","Nme family","3"
"dITP","Nme7","M-155","Nme family","Nme family","1"
"dITP","Nme7","M-161","Nme family","Nme family","1"
"dITP","Nme7","M-165","Nme family","Nme family","2"
"dITP","Nme2","M-133","Nme family","Nme family","1"
"dITP","Nme2","M-135","Nme family","Nme family","1"
"dITP","Nme2","M-138","Nme family","Nme family","1"
"dITP","Nme2","M-140","Nme family","Nme family","1"
"dITP","Nme2","M-153","Nme family","Nme family","3"
"dITP","Nme2","M-155","Nme family","Nme family","1"
"dITP","Nme2","M-161","Nme family","Nme family","1"
"dITP","Nme2","M-165","Nme family","Nme family","2"
"dITP","Nme3","M-133","Nme family","Nme family","1"
"dITP","Nme3","M-135","Nme family","Nme family","1"
"dITP","Nme3","M-138","Nme family","Nme family","1"
"dITP","Nme3","M-140","Nme family","Nme family","1"
"dITP","Nme3","M-153","Nme family","Nme family","3"
"dITP","Nme3","M-155","Nme family","Nme family","1"
"dITP","Nme3","M-161","Nme family","Nme family","1"
"dITP","Nme3","M-165","Nme family","Nme family","2"
"dITP","Nme6","M-133","Nme family","Nme family","1"
"dITP","Nme6","M-135","Nme family","Nme family","1"
"dITP","Nme6","M-138","Nme family","Nme family","1"
"dITP","Nme6","M-140","Nme family","Nme family","1"
"dITP","Nme6","M-153","Nme family","Nme family","3"
"dITP","Nme6","M-155","Nme family","Nme family","1"
"dITP","Nme6","M-161","Nme family","Nme family","1"
"dITP","Nme6","M-165","Nme family","Nme family","2"
"dITP","Nme5","M-133","Nme family","Nme family","1"
"dITP","Nme5","M-135","Nme family","Nme family","1"
"dITP","Nme5","M-138","Nme family","Nme family","1"
"dITP","Nme5","M-140","Nme family","Nme family","1"
"dITP","Nme5","M-153","Nme family","Nme family","3"
"dITP","Nme5","M-155","Nme family","Nme family","1"
"dITP","Nme5","M-161","Nme family","Nme family","1"
"dITP","Nme5","M-165","Nme family","Nme family","2"
"f5dC","Dnmt1","M-30","Dnmt family","Dnmt family","1"
"f5dC","Dnmt3a","M-30","Dnmt family","Dnmt family","1"
"f5dC","Dnmt3b","M-30","Dnmt family","Dnmt family","1"
"m6dA","Dnmt3a","M-30","Dnmt family","Dnmt family","1"
"m6dA","Dnmt3b","M-30","Dnmt family","Dnmt family","1"
"m6dA","Dnmt1","M-30","Dnmt family","Dnmt family","1"
"mChm5dC","Dnmt1","M-30","Dnmt family","Dnmt family","1"
"mChm5dC","Dnmt3a","M-30","Dnmt family","Dnmt family","1"
"mChm5dC","Dnmt3b","M-30","Dnmt family","Dnmt family","1"
